N,P,K,temperature,humidity,ph,rainfall,label,Soiltype
18.47015569,123.0734489,202.2543879,22.56327653,91.25876134,6.15129784,100.4477211,apple,Red Soil
15,9,11,11.54785707,94.14861001,7.907956251,108.8289171,orange,Allvial Soil
36.43724583,76.16007708,19.64062459,25.97984453,69.239213,7.074467232,52.72193449,lentil,Clay Soil
23.59892587,134.1690869,201.3650234,23.8186331,80.38725762,6.016350621,68.0953919,grapes,Loamy Soil
85.18830533,37.22358758,39.23921561,24.65161684,82.76540292,6.374436478,225.9034013,rice,Black Soil
73.7571325,56.71836328,41.37408516,21.27864159,84.19435463,5.784206493,271.7265816,rice,Laterite Soil
135.2262376,37.83774686,19.34096884,23.08873378,85.31572957,6.907574173,74.06656819,cotton,Loamy Soil
33.89182454,138.8080388,197.1228817,22.22940232,90.66620847,6.186382583,123.082687,apple,Black Soil
11.53246994,61.26512646,21.95327457,19.38138297,64.49103988,7.74172961,45.10674644,lentil,Allvial Soil
133.4293033,47.05155045,23.88659105,24.5226026,79.80519714,7.267594361,91.45958867,cotton,Sandy Soil
23.65892176,74.90043499,25.34943443,31.20773314,47.41956065,7.061256039,88.41662758,pigeonpeas,Loamy Soil
53,74,15,29.43463808,64.94329356,7.517097,72.17818157,blackgram,Loamy Soil
85.74437788,80.07530727,47.13814337,27.74331258,82.16187257,5.802011867,97.66218614,banana,Clay Soil
29.48518518,121.2232949,202.3258139,23.24222333,90.44663425,5.716057807,109.269905,apple,Loamy Soil
105.8043472,5.239107053,52.83474833,26.72341243,90.06205372,6.889373473,55.85014452,watermelon,Peaty Soil
28.55668868,46.41037746,25.34483021,29.6712602,80.68124774,6.535181559,57.2163376,mungbean,Laterite Soil
25.58157981,20.19988633,29.35447876,35.55395997,53.11592573,5.055060451,90.20298533,mango,Clay Soil
68.23552636,47.14726323,41.83976119,23.89480075,79.15660717,5.042872918,263.5024694,rice,Sandy Soil
60.38669401,40.31101002,43.10286819,24.26949029,80.99972548,6.573876281,160.636999,jute,Red Soil
106.5726323,5.400547422,51.39837604,26.59884256,89.79201396,6.863935663,57.18017166,watermelon,Peaty Soil
0,24.67140116,35.9849031,22.22669517,90.68041707,6.753453186,111.8722157,pomegranate,Black Soil
9,29,34,29.38471637,45.88744691,5.72742254,100.8124659,mango,Red Soil
10.67966286,70.99764114,15.95044034,19.59112606,65.74093594,6.15386219,172.5757733,pigeonpeas,Clay Soil
32.90261863,62.9159218,23.15736494,20.12550276,48.43611419,4.541619417,124.2801478,pigeonpeas,Red Soil
92,40,30,23.35723208,55.18792166,6.026287448,171.6976946,coffee,Sandy Soil
6.167318498,61.11078818,23.95470637,20.73209698,39.31481537,4.743162391,137.5717895,pigeonpeas,Clay Soil
28.43739091,11.93885763,5,13.53947964,91.43348002,7.352486221,110.2424397,orange,Clay Soil
19.34001266,38.47524232,27.19355146,31.34626926,49.20232528,4.54784367,95.75894776,mango,Red Soil
11.95431131,23.5855091,9.334600064,17.28626157,91.00166039,6.489703346,112.0134327,orange,Loamy Soil
15,123,204,22.52709326,92.54780429,6.365972688,115.3830068,apple,Clay Soil
86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,maize,Sandy Soil
29.34258829,34.33793761,23.47653373,30.16270767,46.51884817,7.684602809,65.81070234,mothbeans,Sandy Soil
71,54,35,26.63952463,70.95705996,7.311077075,199.3355744,jute,Peaty Soil
90.82223886,23.6014577,48.41979315,26.94335697,92.33572093,6.37220827,28.0070337,muskmelon,Laterite Soil
92.27054309,58.06695682,22.39907148,18.71002572,71.62445064,5.7153355,69.32004608,maize,Loamy Soil
115.4893459,84.57183896,52.58881813,24.89635779,82.51983283,5.730590523,115.0285721,banana,Red Soil
13.03387601,33.90346141,32.71333199,29.22653119,49.18962676,6.809927626,96.24066393,mango,Laterite Soil
97.98890609,26.03470397,48.84184862,27.34007137,91.01920335,6.132107453,24.34684012,muskmelon,Allvial Soil
100.0828168,76.38443753,46.59947759,25.48342921,76.3205595,5.558315453,101.7718273,banana,Clay Soil
38,14,30,26.92449525,91.20106019,5.570745386,194.9022136,coconut,Black Soil
27.40841681,137.3335518,202.3771155,33.82450837,81.20559355,5.714324637,72.74384569,grapes,Laterite Soil
72.28849959,35.89552708,38.42304961,24.89426784,81.74772146,4.974815212,186.4333768,rice,Loamy Soil
38.75025569,58.16856095,84.01097262,17.65893883,14.91771836,5.991817397,67.04429887,chickpea,Clay Soil
22.94353875,37.52560121,13.52540134,30.84558118,50.61009685,8.204622183,63.7042396,mothbeans,Sandy Soil
117.8375084,14.37869024,47.21967215,24.22389562,84.866034,6.556570346,50.58115395,watermelon,Clay Soil
8.611920546,8.553616988,27.80808078,29.04954588,92.81978839,6.303188974,147.4933703,coconut,Black Soil
133.0838236,56.94459501,20.39853227,23.51387887,74.93634301,7.928039005,86.38165857,cotton,Sandy Soil
14,67,25,25.28710601,60.85993533,7.241151936,49.37369982,lentil,Clay Soil
99.23751219,15.57132996,32.11741193,23.57665802,64.77330422,6.429579745,186.8193568,coffee,Loamy Soil
18.42444131,73.15909453,12.75878812,35.93658627,56.77756591,7.336323339,134.4223043,pigeonpeas,Red Soil
7.203029113,32.09936132,40.32058014,22.70245074,91.85161003,6.37802781,108.4437426,pomegranate,Red Soil
30.86978526,29.67548455,36.18361725,27.35668299,91.42964488,6.120517361,143.3050789,coconut,Loamy Soil
12.12291104,17.31711131,41.31506129,21.55952912,95.47795988,5.8920364,105.0366049,pomegranate,Loamy Soil
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice,Allvial Soil
61.48473194,40.37718576,47.93830262,24.57971996,82.33466076,6.536783079,156.5657402,jute,Red Soil
114.2765083,40.42073923,18.81502181,24.97525281,80.06276591,7.257430927,94.35486951,cotton,Clay Soil
25.58631475,64.55571985,23.03143998,17.83365596,19.10587289,5.943936545,140.3796847,kidneybeans,Allvial Soil
23,62,19,16.51783455,20.4555596,5.609435128,98.77794225,kidneybeans,Clay Soil
21.76604384,45.25399872,22.21575647,24.26114649,55.53265509,6.019554599,59.46283066,mothbeans,Clay Soil
39.54406047,69.48037273,19.2971445,34.13669732,65.34820903,7.737152482,72.83040523,blackgram,Sandy Soil
61.11934867,61.64450967,13.35422048,24.74959529,68.73833284,6.280157148,91.00272326,maize,Clay Soil
94.00050822,53.67448135,38.92620741,26.95353762,81.59512733,7.062726877,294.2653196,rice,Clay Soil
138.4198974,36.57799408,16.07314912,24.23568424,76.36599063,6.009369019,70.43335203,cotton,Black Soil
10.93448032,6.163105589,6.24506693,30.81311508,92.16362719,6.402550292,107.6845117,orange,Loamy Soil
32.73237542,70.30746724,87.60219757,20.75082452,16.18022963,6.412647685,93.87383744,chickpea,Sandy Soil
85.78502073,36.45957631,40.04331957,21.67695544,82.13599092,6.217157438,276.5896705,rice,Black Soil
83.75860088,21.86847325,51.01162411,25.64450161,82.22918333,6.292404944,54.46966679,watermelon,Black Soil
5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,pigeonpeas,Black Soil
35.34012866,57.28695788,23.92606917,26.92724564,42.54082765,8.392583566,72.58107118,mothbeans,Peaty Soil
36.60458381,59.17932751,77.5199406,18.79837492,18.17431243,8.908411968,76.93882859,chickpea,Black Soil
11.34310238,48.36520634,22.04507839,27.87890156,86.47757704,6.431133944,50.04484505,mungbean,Peaty Soil
0,29.87919361,29.43022969,27.6258891,48.50411391,6.066651898,94.51509949,mango,Sandy Soil
12,71,19,24.91079638,60.71367427,7.142611056,42.19740397,lentil,Sandy Soil
62.3063463,34.81816537,20.42748515,22.83025332,61.96111459,5.682964123,60.7926296,maize,Loamy Soil
59.10703866,59.98632865,79.28981691,20.68630426,21.17435769,6.299260745,92.95977079,chickpea,Clay Soil
7.707234064,29.56952325,35.87224776,23.9782476,86.82308694,6.063738811,111.1920868,pomegranate,Peaty Soil
28.33708429,138.250964,203.7707291,23.65100866,93.58909503,6.190694913,116.548933,apple,Peaty Soil
25.74009073,126.5661746,195.5107656,21.52755428,93.40143757,5.84893823,118.8127833,apple,Black Soil
31.64351953,69.20778175,21.85962304,21.29294334,45.87935601,6.180512235,195.4939501,pigeonpeas,Laterite Soil
32.84632696,71.79261608,20.26917014,34.14702879,64.25142519,7.745580573,65.57657794,blackgram,Clay Soil
85.92686521,47.92828057,37.91036046,23.7276852,81.1005404,7.144922736,190.1889984,jute,Loamy Soil
120.6315216,46.70704325,16.31742085,24.76835022,76.22397785,6.319723414,59.82628058,cotton,Red Soil
16.21866606,59.85302924,18.43494921,28.08513763,85.75644607,6.403591925,39.36799438,mungbean,Laterite Soil
95,82,48,27.39489579,83.31172003,5.719014989,92.78133617,banana,Red Soil
14.19812615,68.68751829,17.97617831,20.86860658,62.56043087,7.236426968,52.34837015,lentil,Red Soil
39.96750091,70.94381355,84.31008309,20.20748441,16.46761141,8.112267958,81.86527304,chickpea,Allvial Soil
117.4892361,25.75356777,54.77134263,29.10287253,93.1802631,6.421226425,25.40879006,muskmelon,Allvial Soil
27.8752396,68.8627212,22.98290757,23.76174577,18.52960212,5.822664775,117.203854,kidneybeans,Black Soil
41.78410503,141.9637686,201.8875601,24.87787021,83.43165718,6.467365692,69.6535627,grapes,Black Soil
16.18132567,73.58417606,20.94495927,18.47616481,23.22612956,5.69555931,84.94816855,kidneybeans,Allvial Soil
11.24955601,19.13030569,45.45212874,21.67224055,95.90193001,5.979319743,101.0659019,pomegranate,Loamy Soil
8.894552336,23.27344759,34.63527862,18.75978731,86.94593674,6.785970629,103.6867564,pomegranate,Laterite Soil
24.06271647,22.75061313,29.19133831,34.92220871,51.21976136,5.166938265,97.03717309,mango,Peaty Soil
78,43,42,21.32376327,83.00320459,7.283736617,192.3197536,rice,Allvial Soil
35.23921294,52.76549395,44.22405814,42.54707043,94.9312943,6.630741902,209.9187892,papaya,Sandy Soil
37.62941615,17.67477805,11.19285517,10.36114648,89.80031524,7.389646253,105.8991489,orange,Loamy Soil
16.4382751,59.23223103,20.39234192,28.4089292,45.62787381,3.778080291,64.86609962,mothbeans,Allvial Soil
20.1074419,37.93137856,15.46894759,29.21314281,81.44436123,6.876281291,48.55512315,mungbean,Peaty Soil
39,24,31,33.55695561,53.72979826,4.757114897,98.67527561,mango,Loamy Soil
39.11418092,65.05999811,23.49173176,25.40868924,69.64205786,7.686421505,41.42648325,lentil,Red Soil
11.29664259,60.39288637,22.35626295,16.95826918,21.531172,5.668590635,129.2199497,kidneybeans,Sandy Soil
108.7003019,24.33444142,31.57979274,24.22199209,55.98193258,6.463294268,143.7700067,coffee,Peaty Soil
94.1987166,23.76226803,49.85150406,26.42531627,80.87521311,6.887307818,39.10670071,watermelon,Black Soil
66,53,19,23.09348056,60.1159381,6.033550195,65.49730729,maize,Laterite Soil
84,55,38,26.8748389,79.78725152,6.956682743,173.1017097,jute,Laterite Soil
89.13507426,17.15106824,54.04705457,29.83035364,90.72143827,6.64276314,25.90468348,muskmelon,Red Soil
80.30522952,49.97898504,19.98610814,18.12076065,59.49337119,5.504919381,104.9298128,maize,Allvial Soil
65,39,45,23.66805429,70.89000744,6.768001309,184.4633281,jute,Clay Soil
54.81394907,67.05582682,79.42881046,17.58323974,16.76719724,8.250743443,76.3206496,chickpea,Peaty Soil
3.520008292,38.95128855,31.64435823,32.54756381,53.43252678,4.731425216,89.41536632,mango,Sandy Soil
16.49991487,140.5313338,197.5652136,13.28597738,83.90233715,5.71334372,64.42285465,grapes,Black Soil
4,136,204,29.93707596,81.77713468,5.898944282,65.52279323,grapes,Red Soil
31.22391009,52.56401752,14.34033404,29.1031056,86.21369538,6.477333215,45.90711271,mungbean,Loamy Soil
37.84102608,16.23350948,25.31183211,33.70700791,47.46553401,6.738206718,91.47074456,mango,Sandy Soil
26.17081209,68.33676497,20.2861186,17.73273441,24.45216695,5.958555548,68.53515922,kidneybeans,Black Soil
102.5183266,21.23953993,52.34868808,28.69733186,94.24773312,6.310866406,22.74211216,muskmelon,Allvial Soil
110.2849888,5.057480942,53.93727191,29.85141926,93.89686857,6.130780832,22.49074138,muskmelon,Allvial Soil
75.51665013,53.56578675,19.40469539,19.50362654,62.48066961,5.687298388,61.04427897,maize,Black Soil
17.83687524,16.31143235,31.71413048,31.57730131,44.10461361,5.661620985,93.41660626,mango,Red Soil
17.95117483,27.30062727,39.29417354,22.42614317,93.43874967,7.15804489,104.424039,pomegranate,Sandy Soil
31.07289953,27.38614648,30.55084903,31.70520684,53.23535133,5.085839138,99.37128647,mango,Loamy Soil
16.96875409,21.85748952,35.54212829,29.99846655,52.49724241,5.036839581,96.5725589,mango,Clay Soil
81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,maize,Allvial Soil
36,11,13,17.34083741,93.04897191,7.1917274,112.7194284,orange,Red Soil
27.11358023,6.387181848,36.78097659,22.09425794,91.73495622,6.755139005,105.2497322,pomegranate,Peaty Soil
11.29174875,11.17764468,45.98387245,22.53154637,88.57125821,6.368889897,108.9648383,pomegranate,Red Soil
81,16,45,26.90435747,86.25426228,6.727468157,59.75980023,watermelon,Laterite Soil
39,52,53,32.51247398,94.65904123,6.704204398,51.07048113,papaya,Black Soil
14.60328023,71.69781454,19.91221923,18.21832485,34.35595011,4.676382847,161.7183423,pigeonpeas,Sandy Soil
35.68618087,65.43656919,79.62559102,19.28213706,16.06915586,6.132164522,84.78415781,chickpea,Sandy Soil
35.58380312,17.86477053,36.7905557,24.15374998,93.98889441,6.416729896,110.8347285,pomegranate,Peaty Soil
84,50,44,25.48591986,81.40633547,5.935344406,182.6549356,rice,Peaty Soil
80.36233591,31.86812075,28.57983712,24.68211125,51.27544862,7.048271138,131.513924,coffee,Allvial Soil
34.7430312,38.77844902,18.66411103,28.2916352,87.40491432,6.330520686,56.99375584,mungbean,Red Soil
27,57,24,27.33534897,43.35795962,6.09186275,142.3303677,pigeonpeas,Red Soil
2.340967574,22.36890409,35.56328515,28.68413762,54.64081035,6.456321608,92.55570981,mango,Red Soil
103.5184846,38.21135135,21.48923594,25.4685768,78.01289603,5.919805737,75.10304764,cotton,Red Soil
32.84996536,24.49275781,9.616332117,10.31272982,93.38453626,7.784690353,99.76154548,orange,Black Soil
24.73004206,70.80603308,22.74362059,28.67585483,61.21402439,7.19960952,73.88377864,blackgram,Allvial Soil
79.08728556,19.02163173,49.72738417,27.99360092,91.36612016,6.719688262,20.52774822,muskmelon,Clay Soil
12.37544321,67.13259068,26.31914511,25.57908738,63.0068092,6.592930564,47.14324874,lentil,Allvial Soil
13.63556647,140.0553176,198.7765223,21.57956884,93.75695469,6.06135924,122.0415131,apple,Clay Soil
117,76,47,25.56202173,77.38229006,6.119216009,93.10247183,banana,Red Soil
12.19524222,37.69927164,28.50212104,31.16817693,46.82043765,4.574280148,91.10796984,mango,Loamy Soil
100,6,53,29.05248036,93.92217834,6.105909623,23.66620626,muskmelon,Loamy Soil
94.81696242,14.9028078,44.70509307,27.25115614,89.21198426,6.726597261,23.5999546,muskmelon,Red Soil
16.1872314,26.18623403,41.63560224,20.19390008,89.66961971,6.415703512,103.8465945,pomegranate,Black Soil
63.19447764,35.48201173,18.92400714,23.01213925,62.22521667,5.689461431,63.71683347,maize,Loamy Soil
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,grapes,Laterite Soil
44.29186997,68.45440959,76.97805007,18.92055968,15.66064653,7.153907431,78.00418675,chickpea,Red Soil
29.02209094,38.31710794,24.20516698,29.75935743,80.74923471,7.080319076,53.61245563,mungbean,Sandy Soil
81.20700254,60.20594104,16.45456028,20.36120184,63.33395656,6.637119974,108.9143412,maize,Laterite Soil
140,45,15,25.5308271,80.04662756,5.801047545,99.39557151,cotton,Clay Soil
95,74,50,25.90113128,80.47152737,6.002481605,110.10323,banana,Loamy Soil
38.21640379,59.32642609,16.37181843,35.04469921,30.2098696,5.021730308,112.9121341,pigeonpeas,Peaty Soil
25.50025276,34.89302669,30.25360396,33.36548479,52.43284422,5.300834735,96.59515398,mango,Allvial Soil
37.93421029,38.12466409,17.79267356,26.66927869,61.75829248,6.26549343,36.56544847,mothbeans,Laterite Soil
47.31720085,74.88540947,78.44864858,18.56413707,19.57062093,6.945433772,82.12531568,chickpea,Laterite Soil
14,128,205,22.60800988,94.58900601,6.226289556,116.0396587,apple,Laterite Soil
91.46381995,36.84033776,46.19700152,24.27593191,81.22370708,5.959008663,268.0856884,rice,Allvial Soil
1.966268102,16.77070502,28.43375117,35.3103382,48.12000199,6.273433013,98.25613043,mango,Red Soil
22.7730166,62.24469675,83.11872104,18.72136923,19.10907586,8.472338699,80.4686611,chickpea,Loamy Soil
29.24140552,26.95148451,31.41499429,28.74104511,93.00148052,5.785277698,191.8014041,coconut,Black Soil
9.407737537,136.0448346,199.6968813,41.81947364,82.27356611,5.616814231,72.26952761,grapes,Red Soil
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,mungbean,Laterite Soil
87.90743647,6.809081102,46.60607818,29.73798692,89.99267923,6.380727663,21.79087326,muskmelon,Loamy Soil
75.40235156,39.74313433,40.03955866,25.09456428,83.24702786,6.387010674,168.3065394,jute,Allvial Soil
83.5955187,30.17377529,48.27772571,30.22490403,92.51988124,6.274540591,20.21126747,muskmelon,Peaty Soil
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize,Laterite Soil
12,20,39,19.86173586,86.19740917,6.026999326,111.0217929,pomegranate,Loamy Soil
22.47781426,137.3144166,193.2810372,22.62382335,92.11941812,5.823665698,124.536218,apple,Peaty Soil
23.68749839,43.78494839,23.30949282,28.62848182,85.94779781,6.957759025,57.32071706,mungbean,Clay Soil
133.6676067,58.6615709,18.99116215,23.80666923,84.34036492,6.714701439,68.54058108,cotton,Peaty Soil
27.99892007,26.99787233,7.438891993,11.9409639,92.91413432,7.564087209,102.0915683,orange,Red Soil
20.66573465,28.87545493,25.03733643,24.97787409,91.51265701,6.057201234,157.1340523,coconut,Sandy Soil
37.67361399,18.54470485,34.94704307,27.05507819,51.05707677,4.951875123,92.36855208,mango,Clay Soil
68.90986426,57.16999896,34.79202892,24.29300299,77.75505827,6.193435052,183.4509713,jute,Laterite Soil
43.71278369,68.66582517,81.22929375,17.38343276,17.84763621,6.775653703,80.15410574,chickpea,Loamy Soil
49.531614,64.8011072,25.43064291,28.61546441,63.08577261,6.758911187,66.60973893,blackgram,Black Soil
55.89809019,55.86332891,76.3387603,17.64711337,18.14802902,8.837365533,69.92494438,chickpea,Peaty Soil
3.993878079,139.4943279,197.3872514,22.02394003,92.14672454,6.147234985,113.3620156,apple,Allvial Soil
111.7404989,27.30549095,30.53694516,23.83063379,53.89112291,6.090821084,192.7948815,coffee,Black Soil
17.89745228,77.50221685,24.43311702,20.6513745,18.24454033,5.553768543,110.5376626,kidneybeans,Allvial Soil
0.805956615,18.26795318,15.1786001,29.74947508,91.24758107,7.206830986,113.1944211,orange,Peaty Soil
108,38,24,23.41022496,76.43836957,7.442217061,78.82199603,cotton,Red Soil
112.4537922,39.36957056,17.63026418,24.23824197,79.65186075,6.341957166,67.10521078,cotton,Black Soil
24.34241857,79.63679069,18.85144165,19.63612656,23.0259167,5.5782491,101.8464207,kidneybeans,Red Soil
92.45027569,7.278401877,51.2605396,25.1249518,89.08560155,6.462271023,41.81667526,watermelon,Loamy Soil
99.26914681,5.526376068,48.41377631,24.15315397,85.05504129,6.65376943,51.33089132,watermelon,Loamy Soil
38.65653881,18.37684268,16.25136103,21.53786752,91.98603942,7.873117203,105.5900906,orange,Clay Soil
31.89344565,72.88126585,80.69783343,20.61580476,15.04893954,6.016831236,94.32947522,chickpea,Loamy Soil
39.9128999,120.2562827,199.677788,26.19535332,82.78592447,6.366856817,63.21670111,grapes,Clay Soil
29.63685409,63.63577218,29.21814147,32.89957123,64.73433683,7.701788581,69.09248242,blackgram,Laterite Soil
22,43,24,25.42517036,53.2208266,4.52363558,46.19374559,mothbeans,Black Soil
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,grapes,Allvial Soil
47,63,16,27.44003279,67.10464369,6.661870999,72.50669768,blackgram,Red Soil
102.8736624,72.58461089,51.13300213,27.90240677,82.93222964,6.381182413,88.7551302,banana,Loamy Soil
62.12837955,58.67227292,49.7719756,26.78884674,91.27680884,6.845817287,145.5762081,papaya,Clay Soil
27.34881806,123.1615339,203.3483061,22.83956009,93.01318374,6.486753765,116.6550348,apple,Red Soil
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,coconut,Sandy Soil
96.16381904,34.17185733,28.06981517,25.0693185,54.36919289,6.360672712,164.6305615,coffee,Clay Soil
110.7257866,15.4655007,48.91774324,28.51345943,91.80274837,6.22772868,25.67563827,muskmelon,Sandy Soil
96.26706704,46.36359598,20.87395324,20.60713423,68.91197401,6.499487596,64.09331119,maize,Allvial Soil
6.328105295,64.98845113,15.6500416,21.48134068,18.60287997,5.88124357,110.0007039,kidneybeans,Red Soil
114,40,17,24.32630461,80.13456404,6.363406102,69.45072055,cotton,Black Soil
26.78497851,66.89109585,19.59557113,21.87813627,64.15609102,6.223815439,47.43682369,lentil,Loamy Soil
118.8239396,5,55.40039239,29.71209639,92.84823613,6.181711508,25.41378973,muskmelon,Black Soil
23.36807102,7.268307807,40.45979499,24.28818723,89.75480413,5.958504195,107.7396512,pomegranate,Loamy Soil
19.42845291,15.41616349,34.78489156,26.19505133,99.98187601,5.708292603,213.0191422,coconut,Laterite Soil
74.18547737,57.41082656,46.7858739,25.23345144,73.75769532,6.109599869,168.2521541,jute,Clay Soil
60.95315113,34.37498158,43.5492395,23.40118269,83.60033443,5.264254975,220.8786152,rice,Clay Soil
12.70830506,29.09414383,31.77388672,28.21319636,95.59984366,5.675817216,149.8358372,coconut,Clay Soil
86.77826031,54.85192481,19.65237574,25.50250771,63.8103449,6.597547196,108.3598721,maize,Allvial Soil
45.53108765,55.84827907,52.13014869,39.26539678,91.07201324,6.512557979,64.30733997,papaya,Clay Soil
110,7,45,26.63838589,84.69546874,6.189213927,48.32428609,watermelon,Sandy Soil
90.24348009,92.16705767,45.58304697,29.37326619,76.21826313,6.136937716,94.3566636,banana,Black Soil
90.38037495,40.08280672,35.36140858,24.44193326,81.68833493,6.140802202,193.0541072,jute,Allvial Soil
15.96152316,13.67805719,7.65965693,9.820708575,89.50580428,6.245875617,116.951485,orange,Allvial Soil
108,89,53,29.12036889,80.18080728,5.908770059,112.3982055,banana,Clay Soil
92.43184805,55.56368178,37.87708602,26.87713595,82.09628312,7.069128303,290.8521694,rice,Clay Soil
92.5475688,37.6598515,39.20305734,26.6833362,78.67920489,7.257688809,157.7386105,jute,Sandy Soil
49,71,76,19.71098332,17.63879418,6.613072145,85.57925437,chickpea,Allvial Soil
38.9857421,22.57281621,33.91341807,28.36317662,97.3945371,6.025949271,144.068823,coconut,Clay Soil
7.029783497,75.93316286,17.92684308,20.70982099,60.6280164,6.624298056,192.9877565,pigeonpeas,Allvial Soil
39.1591892,65.18800675,48.32552006,35.45590249,91.80240889,6.63580254,163.0519163,papaya,Clay Soil
80.28306552,77.11365883,47.51798449,29.00952675,82.21158493,5.89437097,96.34579142,banana,Allvial Soil
71,52,43,26.47549543,73.96164569,6.732826127,180.2513601,jute,Allvial Soil
71.86996536,34.49536665,34.96628165,24.84108982,80.91955296,4.999513613,184.93592,rice,Loamy Soil
4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,mothbeans,Peaty Soil
25.84144605,128.3387738,199.1775429,39.65787899,82.11713288,5.572444921,72.81982503,grapes,Clay Soil
15.76662456,67.23524417,16.88120179,31.4524444,56.18790763,5.601330001,130.9937496,pigeonpeas,Sandy Soil
101,20,48,24.6774157,82.75411437,6.206247494,57.05709413,watermelon,Allvial Soil
53.76315049,73.72290683,79.29377556,19.63166648,18.11310837,7.344551915,76.10093395,chickpea,Red Soil
22.55358763,20.90538259,27.41325272,26.45844917,93.2227383,5.915884352,148.2795837,coconut,Allvial Soil
86.54794004,21.17825186,53.90734703,27.28319384,94.90690188,6.094131304,27.53105967,muskmelon,Red Soil
90.90298214,56.4109767,43.75507644,26.77849917,73.23569566,6.986593633,175.9869201,jute,Clay Soil
11,61,21,18.62328774,23.02410338,5.532100554,135.3378033,kidneybeans,Sandy Soil
18.00577109,34.6815111,22.1087078,25.20522199,59.52904991,6.153890872,58.53399373,mothbeans,Sandy Soil
114.6496517,21.88587463,54.5137302,25.51875714,88.24010106,6.467064469,57.03689479,watermelon,Peaty Soil
63,37,43,23.41798979,85.08640476,6.661957897,185.7446728,jute,Laterite Soil
97.33083799,41.85114062,33.37824965,24.08364457,71.18793019,7.045110111,164.0127289,coffee,Laterite Soil
103.8711749,42.14034957,15.26575067,24.24859291,83.44483893,6.57397003,81.88209503,cotton,Laterite Soil
33.09846731,15.14422325,34.39190344,27.29485586,90.01065455,5.606118261,223.1241706,coconut,Allvial Soil
92.23342551,90.75040916,48.10418947,28.14317948,84.16648803,6.105850685,113.5279425,banana,Laterite Soil
103.8676603,48.93729125,17.96609021,24.04988045,76.49602413,7.660012117,89.51221068,cotton,Laterite Soil
32.91970004,59.88556629,16.11948052,31.14081175,64.68034682,7.332008353,64.11621461,blackgram,Laterite Soil
13,17,45,21.25433607,92.65058936,7.159520979,106.2784673,pomegranate,Loamy Soil
86.63795082,6.786641052,51.49422655,26.03390385,83.27425136,6.94411384,42.1731225,watermelon,Laterite Soil
16.69387615,22.01291727,36.52620952,30.1117389,53.56744949,5.08220467,97.83309061,mango,Clay Soil
14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,mango,Black Soil
22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,mothbeans,Peaty Soil
50,64,25,28.84079155,63.37230676,6.734447425,70.25496749,blackgram,Black Soil
10.58513423,15.49843508,38.08220956,18.31853275,91.08498733,6.132804313,105.1206505,pomegranate,Red Soil
39.78780986,36.41987228,22.40431241,28.18206152,85.20594314,6.56704432,39.38018139,mungbean,Black Soil
3.095146567,36.09797759,19.77426381,27.69601204,85.70026452,6.998975038,43.97899242,mungbean,Allvial Soil
57.15732663,65.31030172,74.66709804,17.58968904,17.08979095,8.268677703,80.61050126,chickpea,Peaty Soil
64.35113377,48.51503647,50.61248097,28.70489935,93.17543004,6.711433191,114.8981167,papaya,Sandy Soil
25.63940757,61.85600185,23.04763328,26.77684243,68.88366152,7.058923821,69.62412831,blackgram,Loamy Soil
73.37265427,38.76382839,26.17910959,22.60452827,65.55320772,6.831771837,88.16653844,maize,Black Soil
31.14646442,42.25109762,22.54044701,32.25485361,53.75298092,5.284614762,74.07469821,mothbeans,Allvial Soil
100.8598024,73.54739922,53.65258111,26.46240503,80.94580569,5.847589481,119.9684312,banana,Laterite Soil
35.13224539,34.24117666,21.72900461,28.38541832,82.59497721,6.656681299,58.64373989,mungbean,Black Soil
65.50055629,61.5252248,37.45079416,22.16003815,83.64385209,6.380560477,230.640572,rice,Loamy Soil
97.65514256,29.2307393,49.95477154,29.43049544,90.33227537,6.601171427,27.7087519,muskmelon,Loamy Soil
23.0371637,7.341445983,41.63023348,24.48392014,90.09005026,5.934534629,104.61175,pomegranate,Loamy Soil
25.47157905,80.83986313,17.62199455,19.30326748,22.92404529,5.569357574,103.7856506,kidneybeans,Red Soil
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,mungbean,Loamy Soil
35.57845036,26.903867,25.59018384,26.89854583,95.06513999,6.262989813,171.733581,coconut,Allvial Soil
24.13341693,49.05350242,19.35351623,27.36662654,51.37751988,6.062753379,30.44234389,mothbeans,Sandy Soil
32,13,42,23.50128217,92.97527546,5.786058032,106.61905,pomegranate,Laterite Soil
36.59953622,56.60837684,79.23462332,19.56424717,16.63903376,7.508953471,78.83890052,chickpea,Clay Soil
81,41,38,22.67846116,83.72874389,7.524080076,200.9133156,rice,Peaty Soil
